cab-cap-w,"East West Furniture CAB-CAP-W Capri Kitchen Bench with Wood Seat, 51x15x18 Inch, Cappuccino"
x02x1-2cw-01,"Luxe by East West FurnitureX02X1-2CW-01-6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Stackable Dining Chairs and 2 Modern Benches, Antique White"
x02x2-206-30,"Luxe East West Furniture X02X2-206-30 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Wire Brushed Black Faux Leather Stackable Chairs, Wire Brushed Black Finish."
x02x2-208-28,"Luxe by East West Furniture X02X2-208-28 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Stackable Dining Chairs and 2 Modern Benches, Antique Walnut"
x02x2-20w-27,"Luxe by East West Furniture X02X2-20W-27 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Stackable Chairs and 2 Modern Benches, Antique White"
x02x2-2c6-30,"Luxe East West Furniture X02X2-2C6-30 4-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Bench and 2 Wire Brushed Black Faux Leather Stackable Chair, Wire Brushed Black Finish."
x02x2-2c8-28,"Luxe by East West Furniture X02X2-2C8-28 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Stackable Dining Chairs and 2 Modern Benches, Antique Walnut"
x02x2-2cw-27,"Luxe by East West Furniture X02X2-2CW-27 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Stackable Dining Chairs and 2 Modern Benches, Antique White"
x07ab-b06-24,"Luxe East West Furniture X07AB-B06-24 9-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Bench and 7 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07ab-b08-05,"Luxe by East West Furniture X07AB-B08-05-9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ab-bc6-24,"Luxe East West Furniture X07AB-BC6-24 10-piece Modern Dining Room Table Set a Rectangular Dining Table with a dining coffee table and a wooden Bench and 7 Black Linen Fabric Kitchen Chair, Wire Brushed Black Finish."
x07ab-bc8-05,"Luxe by East West Furniture X07AB-BC8-05 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07as-b08-08,"Luxe by East West Furniture X07AS-B08-08 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07as-b08-27,"Luxe by East West Furniture X07AS-B08-27 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07as-bc8-08,"Luxe by East West Furniture X07AS-BC8-08 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07as-bc8-27,"Luxe by East West Furniture X07AS-BC8-27 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b06-12,"Luxe East West Furniture X07DA-B06-12 9-piece Kitchen Table Set a Rectangular Dining Table and 2 wooden Bench 7 Dark Grey Faux Leather Dining Chair, Wire Brushed Black Finish."
x07da-b06-22,"Luxe East West Furniture X07DA-B06-22 9-piece Modern Dining Room Table Set a Rectangular Kitchen Table and wooden Bench and 7 Willow Green Faux Leather Dining Chair, Wire Brushed Black Finish."
x07da-b06-23,"Luxe East West Furniture X07DA-B06-23 9-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench and 7 Beige Red Faux Leather Kitchen chairs, Wire Brushed Black Finish."
x07da-b06-26,"Luxe East West Furniture X07DA-B06-26 9-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Bench and 7 Burgundy Faux Leather Dining Chair, Wire Brushed Black Finish."
x07da-b06-27,"Luxe East West Furniture X07DA-B06-27 9-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Benh and 7 Light Gray Faux Leather Dining Room Chair, Wire Brushed Black Finish."
x07da-b08-12,"Luxe by East West Furniture X07DA-B08-12 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b08-22,"Luxe by East West Furniture X07DA-B08-22 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b08-23,"Luxe by East West Furniture X07DA-B08-23 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b08-26,"Luxe by East West Furniture X07DA-B08-26 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b08-27,"Luxe by East West Furniture X07DA-B08-27 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-b08-32,"Luxe by East West Furniture X07DA-B08-32 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc6-12,"Luxe East West Furniture X07DA-BC6-12 10-piece Dining room Table Set a Rectangular Kitchen Table with a coffee Table and wooden Benches 7 Dark Grey Faux Leather Dinner Chair, Wire Brushed Black Finish."
x07da-bc6-22,"Luxe East West Furniture X07DA-BC6-22 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Willow Green Faux Leather Dining Chair, Wire Brushed Black Finish."
x07da-bc6-23,"Luxe East West Furniture X07DA-BC6-23 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and wooden Bench and 7 Beige Red Faux Leather Dining Chair, Wire Brushed Black Finish."
x07da-bc6-26,"Luxe East West Furniture X07DA-BC6-26 10-piece Modern Dining Room Table Set a Rectangular Dining Room Table with a coffee Table and a wooden Bench and 7 Burgundy Faux Leather Kitchen Chair, Wire Brushed Black Finish."
x07da-bc6-27,"Luxe East West Furniture X07DA-BC6-27 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Benh and 7 Light Gray Faux Leather Dining Room Chair, Wire Brushed Black Finish."
x07da-bc8-12,"Luxe by East West Furniture X07DA-BC8-12 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc8-22,"Luxe by East West Furniture X07DA-BC8-22 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc8-23,"Luxe by East West Furniture X07DA-BC8-23 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc8-26,"Luxe by East West Furniture X07DA-BC8-26 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc8-27,"Luxe by East West Furniture X07DA-BC8-27-10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07da-bc8-32,"Luxe by East West Furniture X07DA-BC8-32 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07el-b06-35,"Luxe East West Furniture X07EL-B06-35 9-piece Dining Room Table Set a Rectangular Kitchen Table with a wooden Bench and 7 Doeskin Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07el-b08-05,"Luxe by East West Furniture X07EL-B08-05-9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07el-bc6-35,"Luxe East West Furniture X07EL-BC6-35 10-piece Kitchen Table Set a Rectangular Dining Table with a coffee Table wooden Bench and 7 Doeskin Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07el-bc8-05,"Luxe by East West Furniture X07EL-BC8-05 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07fl-b06-24,"Luxe East West Furniture X07FL-B06-24 9-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Bench and 7 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07fl-b08-04,"Luxe by East West Furniture X07FL-B08-04 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07fl-bc6-24,"Luxe East West Furniture X07FL-BC6-24 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07fl-bc8-04,"Luxe by East West Furniture X07FL-BC8-04 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07fo-b06-24,"Luxe East West Furniture X07FO-B06-24 9-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench and 7 Black Linen Fabric Kitchen Chair, Wire Brushed Black Finish."
x07fo-b08-18,"Luxe by East West Furniture X07FO-B08-18-9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07fo-bc6-24,"Luxe East West Furniture X07FO-BC6-24 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07fo-bc8-18,"Luxe by East West Furniture X07FO-BC8-18 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ga-b06-50,"Luxe East West Furniture X07GA-B06-50 9-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench and 7 Dark Gotham Grey Linen Fabric Kitchen Chair, Wire Brushed Black Finish."
x07ga-b08-03,"Luxe by East West Furniture X07GA-B08-03 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ga-bc6-50,"Luxe East West Furniture X07GA-BC6-50 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07ga-bc8-03,"Luxe by East West Furniture X07GA-BC8-03 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07la-b08-05,"Luxe by East West Furniture X07LA-B08-05 -9  Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07la-bc8-05,"Luxe by East West Furniture X07LA-BC8-05 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07mz-b06-06,"Luxe East West Furniture X07MZ-B06-06 9-piece Dining Room Table Set a Rectangular Dining Table with wooden Benches and 7 Shitake Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07mz-b06-50,"Luxe East West Furniture X07MZ-B06-50 9-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench and 7 Dark Gotham Grey Linen Fabric Kitchen Chair, Wire Brushed Black Finish."
x07mz-bc6-06,"Luxe East West Furniture X07MZ-BC6-06 10-piece Dining Room Table Set a Rectangular Kitchen Table with coffee Table and wooden Benches and 7 Shitake Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07mz-bc6-50,"Luxe East West Furniture X07MZ-BC6-50 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07si-b06-48,"Luxe East West Furniture X07SI-B06-48 9-piece Dining Room Table Set a Rectangular Kitchen Table and a wooden Bench and 7 coffee Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07si-b08-04,"Luxe by East West Furniture X07SI-B08-04 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07si-bc6-48,"Luxe East West Furniture X07SI-BC6-48 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and wooden Bench and 7 coffee Linen Fabric Dining Chair, Wire Brushed Black Finish"
x07si-bc8-04,"Luxe by East West Furniture X07SI-BC8-04 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ve-b06-50,"Luxe East West Furniture X07VE-B06-50 9-piece Dining Room Table Set a Rectangular Dining Table and wooden Benches and 7 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x07ve-b08-04,"Luxe by East West Furniture X07VE-B08-04-9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs, and 1 Modern Bench, Antique Walnut"
x07ve-b08-24,"Luxe by East West Furniture X07VE-B08-24-9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ve-bc6-50,"Luxe East West Furniture X07VE-BC6-50 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and wooden Bench and 7 Dark Gotham Grey Linen Fabric Dinner Chair, Wire Brushed Black Finish."
x07ve-bc8-04,"Luxe by East West Furniture X07VE-BC8-04 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07ve-bc8-24,"Luxe by East West Furniture X07VE-BC8-24 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Dining Chairs and 1 Modern Bench, Antique Walnut"
x07x1-b06-24,"Luxe East West Furniture X07X1-B06-24 9-piece Modern Dining Room Table Set a Rectangular Dining Table and 2 wooden Benches and 7 Black Linen Fabric Stackable Chair, Wire Brushed Black Finish."
x07x1-b08-04,"Luxe by East West Furniture X07X1-B08-04- 9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table and 7 Stackable Dining Chairs and 1 Modern Bench, Antique Walnut"
x07x1-b0w-01,"Luxe by East West Furniture X07X1-B0W-01 9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table and 7 Stackable Dining Chairs and 1 Modern Bench, Antique White"
x07x1-bc6-24,"Luxe East West Furniture X07X1-BC6-24 10-piece Modern Dining Room Table Set a Rectangular Dining Table with a coffee Table and a wooden Bench and 7 Black Linen Fabric Stackable Chair, Wire Brushed Black Finish."
x07x1-bc8-04,"Luxe by East West Furniture X07X1-BC8-04- 10 Pieces Extendable Dining Set Includes 1 Rectangle Kitchen Table, 1 Coffee Table, 7 Stackable Chairs and 1 Modern Bench, Antique Walnut"
x07x1-bcw-01,"Luxe by East West Furniture X07X1-BCW-01-10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Stackable Dining Chairs and 1 Modern Bench, Antique White"
x07x2-b06-30,"Luxe East West Furniture X07X2-B06-30 9-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench and 7 Wire Brushed Black Faux Leather Stackable Chair, Wire Brushed Black Finish."
x07x2-b08-28,"Luxe by East West Furniture X07X2-B08-28 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Stackable Dining Chairs and 1 Modern Bench, Antique Walnut"
x07x2-b0w-27,"Luxe by East West Furniture X07X2-B0W-27 -9 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 7 Stackable Chairs and 1 Modern Bench, Antique White"
x07x2-bc6-30,"Luxe East West Furniture X07X2-BC6-30 10-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and a wooden Bench and 7 Wire Brushed Black Faux Leather Stackable Chair, Wire Brushed Black Finish."
x07x2-bc8-28,"Luxe by East West Furniture X07X2-BC8-28 -10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Stackable Dining Chairs and 1 Modern Bench, Antique Walnut"
x07x2-bcw-27,"Luxe by East West Furniture X07X2-BCW-27-10 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 7 Stackable Dining Chairs and 1 Modern Bench, Antique White"
x12ab-006-24,"Luxe East West Furniture X12AB-006-2413-piece Modern Dining Room Table Set a Rectangular Kitchen Table and 12 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x12ab-008-05,"Luxe by East West Furniture X12AB-008-05-13 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table and 12 Dining Chairs, Antique Walnut"
x12ab-0c6-24,"Luxe East West Furniture X12AB-0C6-24 14-piece Dining Room Table Set a Rectangular Kitchen Table with a dining coffee table and 12 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x12ab-0c8-05,"Luxe by East West Furniture X12AB-0C8-05-14 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table and 12 Dining Chairs, Antique Walnut"
